Date_time,RS,VEL,TMP,HUM
2017-02-01 00:00:00,0.0,0.79,12.45,84.88
2017-02-01 01:00:00,0.0,1.35,11.98,88.36
2017-02-01 02:00:00,0.0,0.58,11.79,87.61
2017-02-01 03:00:00,0.0,0.37,11.7,85.57
2017-02-01 04:00:00,0.0,0.56,11.8,84.69
2017-02-01 05:00:00,0.0,0.28,11.63,87.22
2017-02-01 06:00:00,15.58,0.56,11.81,84.5
2017-02-01 07:00:00,184.77,0.53,13.4,77.77
2017-02-01 08:00:00,259.93,0.41,13.9,73.92
2017-02-01 09:00:00,482.96,1.02,15.77,62.89
2017-02-01 10:00:00,608.28,1.65,17.13,53.35
2017-02-01 11:00:00,789.95,2.51,17.75,47.3
2017-02-01 12:00:00,975.22,2.79,18.63,46.45
2017-02-01 13:00:00,487.29,3.15,17.6,55.51
2017-02-01 14:00:00,415.15,2.36,17.4,57.18
2017-02-01 15:00:00,222.52,0.63,16.64,60.65
2017-02-01 16:00:00,148.51,2.37,15.62,67.5
2017-02-01 17:00:00,98.45,2.23,14.92,70.77
2017-02-01 18:00:00,11.39,1.37,14.59,72.65
2017-02-01 19:00:00,0.0,1.25,13.87,81.33
2017-02-01 20:00:00,0.0,2.35,13.26,83.44
2017-02-01 21:00:00,0.0,0.71,12.74,86.25
2017-02-01 22:00:00,0.0,0.75,13.04,83.98
2017-02-01 23:00:00,0.0,1.3,12.82,84.9
2017-02-02 00:00:00,0.0,2.4,11.92,90.98
2017-02-02 01:00:00,0.0,0.28,12.3,86.85
2017-02-02 02:00:00,0.0,0.97,12.28,83.82
2017-02-02 03:00:00,0.0,1.01,12.06,85.07
2017-02-02 04:00:00,0.0,0.36,12.14,84.71
2017-02-02 05:00:00,0.0,0.53,11.9,84.32
2017-02-02 06:00:00,11.96,0.25,11.58,85.92
2017-02-02 07:00:00,198.61,0.35,13.34,76.3
2017-02-02 08:00:00,499.26,1.01,16.11,63.46
2017-02-02 09:00:00,611.19,0.94,16.92,55.73
2017-02-02 10:00:00,905.8,1.36,17.47,55.76
2017-02-02 11:00:00,547.55,2.51,17.68,51.53
2017-02-02 12:00:00,446.81,1.56,17.69,52.45
2017-02-02 13:00:00,446.15,2.93,16.31,63.4
2017-02-02 14:00:00,203.41,2.22,15.29,70.85
2017-02-02 15:00:00,36.81,1.32,13.65,79.32
2017-02-02 16:00:00,74.64,2.28,13.56,79.9
2017-02-02 17:00:00,21.71,1.82,12.77,84.27
2017-02-02 18:00:00,0.0,1.26,12.59,86.83
2017-02-02 19:00:00,0.0,0.39,12.86,85.01
2017-02-02 20:00:00,0.0,1.23,12.56,88.79
2017-02-02 21:00:00,0.0,1.18,12.42,90.21
2017-02-02 22:00:00,0.0,1.22,11.88,91.96
2017-02-02 23:00:00,0.0,0.89,11.84,92.36
2017-02-03 00:00:00,0.0,0.77,12.02,90.27
2017-02-03 01:00:00,0.0,0.53,11.84,88.27
2017-02-03 02:00:00,0.0,0.82,11.72,87.55
2017-02-03 03:00:00,0.0,0.6,11.57,90.07
2017-02-03 04:00:00,0.0,0.69,11.25,90.19
2017-02-03 05:00:00,0.0,0.33,11.25,89.88
2017-02-03 06:00:00,12.54,1.4,10.95,90.0
2017-02-03 07:00:00,76.76,1.06,11.27,87.67
2017-02-03 08:00:00,475.14,0.71,14.08,72.53
2017-02-03 09:00:00,370.94,0.85,15.52,68.31
2017-02-03 10:00:00,375.4,1.65,14.45,76.16
2017-02-03 11:00:00,484.95,1.96,15.37,71.26
2017-02-03 12:00:00,447.53,2.3,15.43,71.86
2017-02-03 13:00:00,504.12,2.38,16.39,67.29
2017-02-03 14:00:00,380.82,2.8,16.34,68.52
2017-02-03 15:00:00,180.62,1.29,15.58,70.49
2017-02-03 16:00:00,117.32,1.64,14.79,72.38
2017-02-03 17:00:00,55.58,2.28,14.18,73.26
2017-02-03 18:00:00,0.0,0.91,14.06,74.73
2017-02-03 19:00:00,0.0,1.34,13.61,80.25
2017-02-03 20:00:00,0.0,1.17,12.91,84.41
2017-02-03 21:00:00,0.0,1.23,12.7,85.77
2017-02-03 22:00:00,0.0,0.44,12.77,86.22
2017-02-03 23:00:00,0.0,1.32,12.19,88.94
2017-02-04 00:00:00,0.0,0.4,11.88,89.95
2017-02-04 01:00:00,0.0,0.43,11.91,89.49
2017-02-04 02:00:00,0.0,1.4,11.54,89.7
2017-02-04 03:00:00,0.0,0.64,11.29,89.7
2017-02-04 04:00:00,0.0,0.33,11.03,90.09
2017-02-04 05:00:00,0.0,0.67,10.91,88.71
2017-02-04 06:00:00,14.86,0.66,10.74,87.76
2017-02-04 07:00:00,181.53,0.77,11.69,83.62
2017-02-04 08:00:00,534.44,0.77,15.63,65.8
2017-02-04 09:00:00,780.69,1.42,17.11,54.13
2017-02-04 10:00:00,993.58,1.96,17.72,48.85
2017-02-04 11:00:00,1057.88,2.98,18.4,45.61
2017-02-04 12:00:00,1078.92,2.66,18.83,42.97
2017-02-04 13:00:00,1128.01,2.62,19.49,41.65
2017-02-04 14:00:00,608.35,2.77,19.31,41.61
2017-02-04 15:00:00,434.0,2.39,18.86,43.74
2017-02-04 16:00:00,335.85,2.32,18.73,45.76
2017-02-04 17:00:00,110.11,2.24,18.0,47.72
2017-02-04 18:00:00,7.01,2.8,16.69,51.07
2017-02-04 19:00:00,0.0,2.87,15.64,61.65
2017-02-04 20:00:00,0.0,2.63,14.9,63.92
2017-02-04 21:00:00,0.0,2.53,14.32,64.78
2017-02-04 22:00:00,0.0,1.86,14.4,59.6
2017-02-04 23:00:00,0.0,1.12,14.52,57.66
2017-02-05 00:00:00,0.0,1.92,13.75,62.69
2017-02-05 01:00:00,0.0,2.41,13.23,64.5
2017-02-05 02:00:00,0.0,2.27,13.14,63.24
2017-02-05 03:00:00,0.0,1.35,13.02,60.56
2017-02-05 04:00:00,0.0,0.52,12.53,61.73
2017-02-05 05:00:00,0.0,1.02,12.09,63.96
2017-02-05 06:00:00,13.65,1.63,12.13,63.15
2017-02-05 07:00:00,197.97,1.48,13.73,55.7
2017-02-05 08:00:00,398.04,2.01,15.14,51.04
2017-02-05 09:00:00,639.03,2.47,15.55,51.19
2017-02-05 10:00:00,489.44,2.78,16.22,48.3
2017-02-05 11:00:00,889.7,2.65,17.45,44.98
2017-02-05 12:00:00,1145.91,3.81,17.61,44.4
2017-02-05 13:00:00,762.75,4.14,17.27,46.43
2017-02-05 14:00:00,842.42,3.04,18.41,44.12
2017-02-05 15:00:00,685.64,3.28,18.13,45.33
2017-02-05 16:00:00,378.48,2.96,17.51,46.72
2017-02-05 17:00:00,174.76,3.35,17.19,44.62
2017-02-05 18:00:00,12.37,2.75,15.86,47.46
2017-02-05 19:00:00,0.0,3.32,15.11,46.29
2017-02-05 20:00:00,0.0,2.15,14.6,48.51
2017-02-05 21:00:00,0.0,0.93,14.55,49.13
2017-02-05 22:00:00,0.0,0.65,14.5,50.51
2017-02-05 23:00:00,0.0,0.86,14.24,53.32
2017-02-06 00:00:00,0.0,0.28,14.1,54.94
2017-02-06 01:00:00,0.0,0.31,13.71,58.12
2017-02-06 02:00:00,0.0,0.63,13.02,61.83
2017-02-06 03:00:00,0.0,0.26,12.49,62.68
2017-02-06 04:00:00,0.0,0.55,12.44,57.21
2017-02-06 05:00:00,0.0,1.15,11.45,65.27
2017-02-06 06:00:00,18.85,0.92,11.16,66.43
2017-02-06 07:00:00,219.48,1.14,13.19,58.36
2017-02-06 08:00:00,223.28,0.62,14.97,50.9
2017-02-06 09:00:00,306.65,1.6,15.32,49.11
2017-02-06 10:00:00,644.5,2.13,16.34,47.86
2017-02-06 11:00:00,787.12,1.9,17.21,47.71
2017-02-06 12:00:00,537.99,1.21,17.88,45.52
2017-02-06 13:00:00,910.0,2.42,18.44,43.66
2017-02-06 14:00:00,992.38,3.09,19.23,42.68
2017-02-06 15:00:00,359.61,4.24,17.56,47.37
2017-02-06 16:00:00,442.68,3.19,17.34,46.44
2017-02-06 17:00:00,178.8,2.29,17.23,44.14
2017-02-06 18:00:00,14.97,2.95,15.8,48.01
2017-02-06 19:00:00,0.0,3.12,14.71,48.37
2017-02-06 20:00:00,0.0,2.44,14.2,52.11
2017-02-06 21:00:00,0.0,1.78,14.13,53.2
2017-02-06 22:00:00,0.0,0.3,14.11,53.93
2017-02-06 23:00:00,0.0,0.77,13.48,57.9
2017-02-07 00:00:00,0.0,1.2,13.08,61.03
2017-02-07 01:00:00,0.0,0.77,12.84,63.12
2017-02-07 02:00:00,0.0,0.82,12.6,64.04
2017-02-07 03:00:00,0.0,1.28,12.21,66.88
2017-02-07 04:00:00,0.0,0.39,12.2,66.87
2017-02-07 05:00:00,0.0,2.06,12.44,63.28
2017-02-07 06:00:00,11.9,0.71,12.85,62.56
2017-02-07 07:00:00,221.09,0.96,14.19,60.11
2017-02-07 08:00:00,501.08,0.67,17.04,50.57
2017-02-07 09:00:00,748.05,0.88,18.53,41.56
2017-02-07 10:00:00,976.41,1.79,19.1,40.66
2017-02-07 11:00:00,955.69,1.83,19.28,41.77
2017-02-07 12:00:00,889.56,2.38,19.86,41.21
2017-02-07 13:00:00,973.6,2.77,20.1,40.51
2017-02-07 14:00:00,764.32,2.48,20.73,39.68
2017-02-07 15:00:00,477.15,2.07,20.95,37.84
2017-02-07 16:00:00,244.63,2.28,19.82,44.46
2017-02-07 17:00:00,43.2,3.15,17.56,57.18
2017-02-07 18:00:00,11.5,2.71,16.98,55.34
2017-02-07 19:00:00,0.0,2.94,16.26,58.3
2017-02-07 20:00:00,0.0,2.41,15.55,62.79
2017-02-07 21:00:00,0.0,2.11,15.14,60.79
2017-02-07 22:00:00,0.0,1.17,14.78,63.32
2017-02-07 23:00:00,0.0,0.92,13.86,70.93
2017-02-08 00:00:00,0.0,0.52,13.59,70.68
2017-02-08 01:00:00,0.0,0.14,12.95,73.22
2017-02-08 02:00:00,0.0,0.36,13.01,70.17
2017-02-08 03:00:00,0.0,1.52,12.68,70.15
2017-02-08 04:00:00,0.0,0.78,12.62,68.19
2017-02-08 05:00:00,0.0,0.5,13.02,66.35
2017-02-08 06:00:00,6.36,0.6,13.07,67.15
2017-02-08 07:00:00,73.33,0.23,13.56,66.66
2017-02-08 08:00:00,211.36,0.23,14.93,61.83
2017-02-08 09:00:00,574.92,1.6,17.23,51.53
2017-02-08 10:00:00,780.09,1.21,18.58,44.24
2017-02-08 11:00:00,1069.59,1.47,19.72,41.04
2017-02-08 12:00:00,971.92,2.15,20.6,38.85
2017-02-08 13:00:00,451.8,0.4,19.66,46.81
2017-02-08 14:00:00,381.69,3.38,17.86,58.98
2017-02-08 15:00:00,459.56,3.18,17.73,60.96
2017-02-08 16:00:00,363.34,2.3,17.61,61.41
2017-02-08 17:00:00,123.13,2.11,16.72,65.08
2017-02-08 18:00:00,0.0,2.47,15.21,75.51
2017-02-08 19:00:00,0.0,2.0,14.51,79.79
2017-02-08 20:00:00,0.0,1.78,14.36,80.01
2017-02-08 21:00:00,0.0,1.09,13.8,83.37
2017-02-08 22:00:00,0.0,1.22,13.31,85.84
2017-02-08 23:00:00,0.0,1.85,13.06,86.06
2017-02-09 00:00:00,0.0,0.48,13.19,83.96
2017-02-09 01:00:00,0.0,1.09,12.85,84.96
2017-02-09 02:00:00,0.0,0.78,12.74,85.7
2017-02-09 03:00:00,0.0,0.72,12.71,84.73
2017-02-09 04:00:00,0.0,0.89,12.4,85.85
2017-02-09 05:00:00,0.0,0.67,12.07,86.94
2017-02-09 06:00:00,15.6,0.95,12.04,85.79
2017-02-09 07:00:00,162.78,1.76,12.24,83.49
2017-02-09 08:00:00,434.49,0.91,15.01,68.82
2017-02-09 09:00:00,695.83,0.12,17.65,55.1
2017-02-09 10:00:00,641.86,2.38,17.68,52.82
2017-02-09 11:00:00,555.34,3.18,17.15,57.76
2017-02-09 12:00:00,668.59,4.05,17.61,51.06
2017-02-09 13:00:00,496.24,3.28,17.71,50.75
2017-02-09 14:00:00,213.23,2.35,17.19,51.09
2017-02-09 15:00:00,194.53,1.73,17.35,49.0
2017-02-09 16:00:00,192.02,2.14,17.25,50.69
2017-02-09 17:00:00,89.03,1.82,16.64,59.8
2017-02-09 18:00:00,0.0,2.04,14.9,69.87
2017-02-09 19:00:00,0.0,1.17,14.1,74.78
2017-02-09 20:00:00,0.0,0.72,14.0,77.31
2017-02-09 21:00:00,0.0,1.42,13.21,82.0
2017-02-09 22:00:00,0.0,1.1,13.24,82.56
2017-02-09 23:00:00,0.0,1.08,13.07,83.55
2017-02-10 00:00:00,0.0,2.2,12.52,83.94
2017-02-10 01:00:00,0.0,0.84,12.16,83.56
2017-02-10 02:00:00,0.0,0.18,11.96,81.05
2017-02-10 03:00:00,0.0,0.83,11.48,82.75
2017-02-10 04:00:00,0.0,0.73,11.41,80.42
2017-02-10 05:00:00,0.0,1.56,11.1,77.61
2017-02-10 06:00:00,15.54,1.1,11.07,78.99
2017-02-10 07:00:00,147.57,1.63,11.44,75.77
2017-02-10 08:00:00,390.7,0.83,13.78,66.73
2017-02-10 09:00:00,593.67,0.56,16.6,55.06
2017-02-10 10:00:00,902.11,0.49,18.57,37.65
2017-02-10 11:00:00,995.22,1.78,19.23,40.97
2017-02-10 12:00:00,531.9,1.97,18.29,50.41
2017-02-10 13:00:00,868.15,3.92,18.37,52.15
2017-02-10 14:00:00,958.79,4.47,18.15,54.58
2017-02-10 15:00:00,721.77,4.39,17.23,58.96
2017-02-10 16:00:00,262.73,2.91,16.41,62.0
2017-02-10 17:00:00,85.33,1.81,15.51,65.35
2017-02-10 18:00:00,0.0,2.18,14.47,70.39
2017-02-10 19:00:00,0.0,0.98,14.05,75.08
2017-02-10 20:00:00,0.0,1.62,13.31,81.53
2017-02-10 21:00:00,0.0,0.44,13.38,81.02
2017-02-10 22:00:00,0.0,1.4,12.55,86.32
2017-02-10 23:00:00,0.0,1.01,12.16,88.05
2017-02-11 00:00:00,0.0,0.77,12.02,86.21
2017-02-11 01:00:00,0.0,0.54,11.86,83.94
2017-02-11 02:00:00,0.0,1.46,11.8,83.25
2017-02-11 03:00:00,0.0,1.44,11.51,82.74
2017-02-11 04:00:00,0.0,1.38,11.68,80.41
2017-02-11 05:00:00,0.0,0.21,11.74,80.97
2017-02-11 06:00:00,10.55,0.72,11.47,85.06
2017-02-11 07:00:00,136.86,1.86,12.5,78.33
2017-02-11 08:00:00,570.4,1.1,15.49,65.69
2017-02-11 09:00:00,708.65,0.93,16.8,58.1
2017-02-11 10:00:00,669.77,0.75,17.55,57.06
2017-02-11 11:00:00,258.53,2.74,16.48,65.01
2017-02-11 12:00:00,186.09,1.31,16.36,64.1
2017-02-11 13:00:00,1162.9,3.84,18.03,57.06
2017-02-11 14:00:00,824.2,3.51,18.49,55.92
2017-02-11 15:00:00,488.79,3.25,17.7,59.65
2017-02-11 16:00:00,299.44,3.33,16.48,65.09
2017-02-11 17:00:00,53.05,3.04,14.64,72.64
2017-02-11 18:00:00,9.3,3.03,14.01,74.82
2017-02-11 19:00:00,0.0,1.29,13.8,75.01
2017-02-11 20:00:00,0.0,1.45,13.01,85.27
2017-02-11 21:00:00,0.0,1.44,13.19,83.08
2017-02-11 22:00:00,0.0,1.61,12.85,86.52
2017-02-11 23:00:00,0.0,1.48,12.6,87.77
2017-02-12 00:00:00,0.0,1.51,12.54,87.2
2017-02-12 01:00:00,0.0,0.83,12.64,84.98
2017-02-12 02:00:00,0.0,1.11,12.17,87.45
2017-02-12 03:00:00,0.0,0.54,12.07,88.2
2017-02-12 04:00:00,0.0,1.41,11.61,90.08
2017-02-12 05:00:00,0.0,0.48,11.76,88.68
2017-02-12 06:00:00,11.68,0.46,11.63,87.79
2017-02-12 07:00:00,95.79,0.58,12.2,84.65
2017-02-12 08:00:00,348.29,0.66,13.81,76.66
2017-02-12 09:00:00,677.63,2.48,14.89,72.63
2017-02-12 10:00:00,283.62,1.67,14.77,74.75
2017-02-12 11:00:00,769.29,1.2,17.13,64.01
2017-02-12 12:00:00,468.97,0.86,17.0,64.19
2017-02-12 13:00:00,554.24,2.29,17.22,60.11
2017-02-12 14:00:00,774.33,3.3,17.78,57.76
2017-02-12 15:00:00,634.89,3.78,17.41,61.2
2017-02-12 16:00:00,172.76,3.35,15.7,65.29
2017-02-12 17:00:00,63.86,2.73,14.5,71.93
2017-02-12 18:00:00,5.6,2.51,13.94,75.64
2017-02-12 19:00:00,0.0,2.18,13.41,80.49
2017-02-12 20:00:00,0.0,2.49,12.75,84.25
2017-02-12 21:00:00,0.0,1.91,12.46,85.34
2017-02-12 22:00:00,0.0,1.12,12.57,83.35
2017-02-12 23:00:00,0.0,1.2,12.13,90.2
2017-02-13 00:00:00,0.0,1.04,11.69,91.77
2017-02-13 01:00:00,0.0,1.35,11.45,92.73
2017-02-13 02:00:00,0.0,0.81,11.46,93.6
2017-02-13 03:00:00,0.0,0.48,11.46,91.46
2017-02-13 04:00:00,0.0,0.96,11.41,91.66
2017-02-13 05:00:00,0.0,1.2,11.18,90.57
2017-02-13 06:00:00,16.0,0.8,11.19,90.53
2017-02-13 07:00:00,147.81,0.38,12.28,87.7
2017-02-13 08:00:00,253.45,1.39,12.98,82.63
2017-02-13 09:00:00,231.92,1.09,13.24,79.9
2017-02-13 10:00:00,403.39,0.45,14.33,76.3
2017-02-13 11:00:00,439.65,1.03,15.24,72.01
2017-02-13 12:00:00,699.91,1.44,16.5,67.37
2017-02-13 13:00:00,494.73,1.69,16.38,67.6
2017-02-13 14:00:00,810.6,2.43,16.66,63.8
2017-02-13 15:00:00,824.98,4.01,16.26,64.56
2017-02-13 16:00:00,586.51,4.28,16.1,64.88
2017-02-13 17:00:00,133.94,3.81,14.7,68.64
2017-02-13 18:00:00,7.14,2.88,13.02,78.0
2017-02-13 19:00:00,0.0,2.72,12.44,81.89
2017-02-13 20:00:00,0.0,2.24,12.44,79.84
2017-02-13 21:00:00,0.0,1.26,12.15,83.24
2017-02-13 22:00:00,0.0,1.12,12.07,82.43
2017-02-13 23:00:00,0.0,1.23,11.57,86.96
2017-02-14 00:00:00,0.0,0.34,11.25,89.9
2017-02-14 01:00:00,0.0,0.87,11.1,86.23
2017-02-14 02:00:00,0.0,1.07,11.24,82.45
2017-02-14 03:00:00,0.0,1.12,11.02,85.81
2017-02-14 04:00:00,0.0,1.75,10.54,89.87
2017-02-14 05:00:00,0.0,1.23,10.81,88.47
2017-02-14 06:00:00,9.57,1.22,10.96,85.7
2017-02-14 07:00:00,77.57,1.11,11.4,82.95
2017-02-14 08:00:00,151.54,1.53,11.45,83.36
2017-02-14 09:00:00,482.34,0.82,13.37,70.38
2017-02-14 10:00:00,445.78,1.58,14.37,65.03
2017-02-14 11:00:00,361.46,2.53,14.41,60.03
2017-02-14 12:00:00,150.2,1.8,13.76,60.68
2017-02-14 13:00:00,585.27,0.87,15.48,56.63
2017-02-14 14:00:00,527.49,0.85,17.04,52.03
2017-02-14 15:00:00,167.23,1.54,15.89,57.18
2017-02-14 16:00:00,90.16,0.07,15.61,59.62
2017-02-14 17:00:00,93.15,1.98,14.82,65.26
2017-02-14 18:00:00,6.16,1.13,14.22,68.6
2017-02-14 19:00:00,0.0,1.31,13.34,78.67
2017-02-14 20:00:00,0.0,1.25,12.71,80.95
2017-02-14 21:00:00,0.0,0.54,12.52,83.24
2017-02-14 22:00:00,0.0,1.02,12.02,85.62
2017-02-14 23:00:00,0.0,1.33,11.48,90.21
2017-02-15 00:00:00,0.0,1.07,11.57,88.52
2017-02-15 01:00:00,0.0,0.34,11.69,87.14
2017-02-15 02:00:00,0.0,0.31,11.84,85.92
2017-02-15 03:00:00,0.0,0.51,11.6,85.35
2017-02-15 04:00:00,0.0,0.61,11.38,85.33
2017-02-15 05:00:00,0.0,0.76,11.14,84.75
2017-02-15 06:00:00,14.49,0.83,11.14,84.54
2017-02-15 07:00:00,143.26,1.05,12.19,79.71
2017-02-15 08:00:00,368.45,0.89,13.77,73.89
2017-02-15 09:00:00,321.27,1.46,14.48,69.68
2017-02-15 10:00:00,757.01,0.84,16.67,59.24
2017-02-15 11:00:00,155.44,2.72,14.86,65.33
2017-02-15 12:00:00,597.46,1.78,16.15,55.88
2017-02-15 13:00:00,903.84,2.94,17.19,53.89
2017-02-15 14:00:00,139.17,2.21,14.69,71.62
2017-02-15 15:00:00,60.07,0.91,12.98,78.61
2017-02-15 16:00:00,147.53,2.12,12.86,79.04
2017-02-15 17:00:00,58.97,2.23,12.26,81.91
2017-02-15 18:00:00,5.84,0.76,12.36,80.79
2017-02-15 19:00:00,0.0,1.46,12.33,79.01
2017-02-15 20:00:00,0.0,0.87,12.43,76.75
2017-02-15 21:00:00,0.0,0.43,12.49,77.68
2017-02-15 22:00:00,0.0,0.6,12.08,80.51
2017-02-15 23:00:00,0.0,1.32,11.33,86.9
2017-02-16 00:00:00,0.0,0.04,11.49,84.42
2017-02-16 01:00:00,0.0,0.22,11.48,86.62
2017-02-16 02:00:00,0.0,0.9,11.5,82.57
2017-02-16 03:00:00,0.0,0.46,11.62,81.66
2017-02-16 04:00:00,0.0,0.9,11.53,82.55
2017-02-16 05:00:00,0.0,0.89,11.3,84.51
2017-02-16 06:00:00,10.73,0.72,11.09,83.98
2017-02-16 07:00:00,103.58,0.76,11.64,83.59
2017-02-16 08:00:00,397.71,0.64,14.03,72.51
2017-02-16 09:00:00,595.77,1.57,15.32,63.74
2017-02-16 10:00:00,532.29,2.57,14.3,68.78
2017-02-16 11:00:00,285.09,2.6,14.66,64.28
2017-02-16 12:00:00,211.34,0.27,14.28,68.71
2017-02-16 13:00:00,259.98,2.0,13.66,71.64
2017-02-16 14:00:00,709.56,2.57,15.87,61.21
2017-02-16 15:00:00,536.66,3.71,14.82,64.67
2017-02-16 16:00:00,232.76,2.33,13.92,66.33
2017-02-16 17:00:00,77.14,2.23,13.61,66.1
2017-02-16 18:00:00,0.0,2.08,12.84,71.02
2017-02-16 19:00:00,0.0,2.12,12.33,74.64
2017-02-16 20:00:00,0.0,0.45,11.61,83.26
2017-02-16 21:00:00,0.0,0.95,11.35,85.92
2017-02-16 22:00:00,0.0,0.38,10.8,88.42
2017-02-16 23:00:00,0.0,0.7,10.91,84.73
2017-02-17 00:00:00,0.0,2.13,10.35,82.12
2017-02-17 01:00:00,0.0,0.93,10.48,80.2
2017-02-17 02:00:00,0.0,0.6,10.51,86.12
2017-02-17 03:00:00,0.0,0.41,10.6,84.98
2017-02-17 04:00:00,0.0,0.48,10.49,85.91
2017-02-17 05:00:00,0.0,1.03,10.08,80.35
2017-02-17 06:00:00,0.0,0.19,10.23,81.25
2017-02-17 07:00:00,69.57,0.49,10.65,82.32
2017-02-17 08:00:00,177.96,0.09,11.57,76.45
2017-02-17 09:00:00,272.78,0.85,12.47,74.73
2017-02-17 10:00:00,442.75,1.63,13.29,71.22
2017-02-17 11:00:00,600.77,1.17,15.32,59.68
2017-02-17 12:00:00,427.97,0.54,16.15,54.54
2017-02-17 13:00:00,394.43,2.54,14.76,61.51
2017-02-17 14:00:00,916.58,1.66,16.05,54.82
2017-02-17 15:00:00,355.95,2.46,15.16,59.1
2017-02-17 16:00:00,309.54,2.58,14.54,62.1
2017-02-17 17:00:00,151.34,3.05,14.52,59.75
2017-02-17 18:00:00,12.06,3.08,13.18,67.14
2017-02-17 19:00:00,0.0,1.81,12.5,71.47
2017-02-17 20:00:00,0.0,0.81,12.32,77.11
2017-02-17 21:00:00,0.0,1.03,12.15,78.18
2017-02-17 22:00:00,0.0,1.01,11.62,79.98
2017-02-17 23:00:00,0.0,1.29,11.77,78.51
2017-02-18 00:00:00,0.0,0.67,11.74,79.81
2017-02-18 01:00:00,0.0,1.57,11.38,80.46
2017-02-18 02:00:00,0.0,0.42,11.18,79.37
2017-02-18 03:00:00,0.0,1.21,10.6,86.14
2017-02-18 04:00:00,0.0,0.09,10.82,85.38
2017-02-18 05:00:00,0.0,0.42,10.89,84.17
2017-02-18 06:00:00,10.38,1.33,10.85,81.86
2017-02-18 07:00:00,81.21,0.87,11.62,75.54
2017-02-18 08:00:00,309.0,1.22,13.24,70.82
2017-02-18 09:00:00,632.82,0.72,14.89,61.71
2017-02-18 10:00:00,965.63,1.21,16.98,51.65
2017-02-18 11:00:00,613.71,1.29,17.65,49.29
2017-02-18 12:00:00,737.24,2.13,17.75,49.51
2017-02-18 13:00:00,1054.1,4.28,18.09,50.26
2017-02-18 14:00:00,989.75,3.83,18.27,52.14
2017-02-18 15:00:00,533.38,3.83,17.37,53.44
2017-02-18 16:00:00,193.28,2.88,15.9,57.95
2017-02-18 17:00:00,54.07,1.85,15.25,60.58
2017-02-18 18:00:00,5.73,1.08,14.48,69.99
2017-02-18 19:00:00,0.0,1.34,14.1,71.06
2017-02-18 20:00:00,0.0,1.32,12.87,81.28
2017-02-18 21:00:00,0.0,1.88,12.4,84.58
2017-02-18 22:00:00,0.0,1.24,12.39,84.74
2017-02-18 23:00:00,0.0,1.44,11.8,88.85
2017-02-19 00:00:00,0.0,1.25,11.71,90.46
2017-02-19 01:00:00,0.0,1.38,11.8,87.33
2017-02-19 02:00:00,0.0,1.0,11.77,85.02
2017-02-19 03:00:00,0.0,0.97,11.66,86.5
2017-02-19 04:00:00,0.0,0.38,11.6,84.03
2017-02-19 05:00:00,0.0,0.39,11.28,85.94
2017-02-19 06:00:00,15.46,1.23,11.1,81.24
2017-02-19 07:00:00,167.9,0.98,12.24,73.92
2017-02-19 08:00:00,225.75,0.41,14.6,64.92
2017-02-19 09:00:00,763.1,0.73,16.03,55.75
2017-02-19 10:00:00,965.19,1.11,17.54,49.24
2017-02-19 11:00:00,1102.16,1.15,18.82,44.02
2017-02-19 12:00:00,957.58,1.48,19.46,44.56
2017-02-19 13:00:00,280.57,2.23,17.15,57.33
2017-02-19 14:00:00,454.14,3.09,17.21,59.73
2017-02-19 15:00:00,241.41,3.21,15.17,69.02
2017-02-19 16:00:00,225.1,2.04,15.11,72.84
2017-02-19 17:00:00,66.44,2.0,15.0,70.41
2017-02-19 18:00:00,5.91,1.37,14.38,71.93
2017-02-19 19:00:00,0.0,2.22,13.74,75.94
2017-02-19 20:00:00,0.0,1.48,13.49,78.16
2017-02-19 21:00:00,0.0,0.39,13.17,83.87
2017-02-19 22:00:00,0.0,1.8,12.95,79.02
2017-02-19 23:00:00,0.0,0.95,13.08,77.45
2017-02-20 00:00:00,0.0,0.96,12.48,89.17
2017-02-20 01:00:00,0.0,0.94,12.39,84.79
2017-02-20 02:00:00,0.0,1.09,12.47,75.54
2017-02-20 03:00:00,0.0,1.11,12.02,82.29
2017-02-20 04:00:00,0.0,0.71,11.39,84.68
2017-02-20 05:00:00,0.0,0.81,11.3,84.27
2017-02-20 06:00:00,11.3,0.88,11.36,84.95
2017-02-20 07:00:00,180.33,0.86,12.44,81.01
2017-02-20 08:00:00,354.54,0.87,14.66,67.98
2017-02-20 09:00:00,639.86,0.47,16.2,60.56
2017-02-20 10:00:00,987.1,1.82,17.17,58.88
2017-02-20 11:00:00,461.07,1.53,17.35,58.04
2017-02-20 12:00:00,250.79,3.1,15.18,65.37
2017-02-20 13:00:00,584.79,3.31,16.12,63.18
2017-02-20 14:00:00,128.19,3.35,14.9,69.31
2017-02-20 15:00:00,69.2,2.86,13.86,75.38
2017-02-20 16:00:00,111.21,2.48,13.79,76.37
2017-02-20 17:00:00,45.82,1.57,12.95,81.74
2017-02-20 18:00:00,0.0,2.3,11.96,85.55
2017-02-20 19:00:00,0.0,2.36,11.91,83.02
2017-02-20 20:00:00,0.0,3.01,11.22,83.64
2017-02-20 21:00:00,0.0,2.25,11.23,81.03
2017-02-20 22:00:00,0.0,0.71,11.57,81.79
2017-02-20 23:00:00,0.0,1.5,11.17,89.42
2017-02-21 00:00:00,0.0,1.12,10.95,90.84
