,Retrasos,Neuronas LSTM,Batch size,LSTM Layers,MSE,MAE,RMSE
101,22,100,50,3,29005.860255134594,132.02594386221472,170.31106909163185
102,22,100,100,1,26688.356130239168,128.90249105355338,163.36571283546363
103,22,100,100,2,27624.54679419736,127.60489433829741,166.20633800850484
104,22,100,100,3,38254.07343077229,153.28592679231986,195.58648580812604
105,22,100,150,1,32902.88675914216,141.10146391408335,181.39152890678815
106,22,100,150,2,27543.905281020998,130.44396067527802,165.96356612528245
107,22,100,150,3,33186.19868981279,145.5376814416453,182.17079538118284
108,24,50,50,1,27138.143021341253,129.5510453194961,164.73658677215954
109,24,50,50,2,26678.822947012577,126.45017413508593,163.3365327996544
110,24,50,50,3,26942.77530199496,128.69902172991826,164.14254567903765
111,24,50,100,1,27389.96053848613,129.68456842905962,165.49912549160533
112,24,50,100,2,28633.72469061351,132.2550911863534,169.21502501436896
113,24,50,100,3,28584.26439181211,130.3874769981193,169.0688155509824
114,24,50,150,1,26578.284813159637,126.30601215628197,163.02847853414949
115,24,50,150,2,29666.022626597445,134.84500866148798,172.23827282749164
116,24,50,150,3,28667.31362965235,132.31802756540623,169.31424520592574
117,24,75,50,1,28236.872421769673,131.55697373626623,168.03830641187048
118,24,75,50,2,29211.69322713971,133.28583270527193,170.91428619966123
119,24,75,50,3,28721.18450794901,131.71830613500228,169.4732560256898
120,24,75,100,1,27418.3139609072,127.73605260609916,165.584763673797
121,24,75,100,2,27311.292842720373,127.69314348332396,165.26128658194688
122,24,75,100,3,30342.39864677197,136.49239926351478,174.1906962118585
123,24,75,150,1,26640.42000453583,125.76134557378657,163.2189327392378
124,24,75,150,2,29667.231243076007,134.90184815281944,172.24178135132024
125,24,75,150,3,27128.3206705597,126.44402989570808,164.70677178112533
126,24,100,50,1,29767.462857265622,134.65172673599966,172.53249797433995
127,24,100,50,2,32249.40108663372,141.6714440720327,179.5811824402371
128,24,100,50,3,28018.91288208199,131.5442532457017,167.38850881133385
129,24,100,100,1,27368.720635041,128.6804849603382,165.4349438149057
130,24,100,100,2,29629.734394358205,133.90425755386565,172.13289747854188
131,24,100,100,3,31977.557353589975,142.10574344008083,178.82269809392199
132,24,100,150,1,27384.771497808943,129.5798361759664,165.48344780614448
133,24,100,150,2,31640.577643691897,138.94370934159642,177.87798526993691
134,24,100,150,3,30226.267215605305,137.12853214933347,173.85703096396563
135,16,125,50,1,30026.240554057287,136.86708666941465,173.2808141545315
136,16,125,50,2,27872.192516383348,130.39533524764212,166.9496706087896
137,16,125,50,3,27826.09548609675,126.79469919072623,166.8115568121608
138,16,125,100,1,27946.194915870612,127.60684391666317,167.17115455685115
139,16,125,100,2,29144.72135559383,131.24695406329928,170.71825138395081
140,16,125,100,3,27744.403648506046,129.0244818631962,166.5665141872941
141,16,125,150,1,27156.298787873486,127.03873759293491,164.79168300576788
142,16,125,150,2,28198.716827000382,128.3627848928985,167.92473560199636
143,16,125,150,3,28128.22093164799,133.30535536261476,167.71470100038334
144,18,125,50,1,27588.18771781266,130.67138981389272,166.096922662079
145,18,125,50,2,28258.9200745557,128.39293349632442,168.10389666678074
146,18,125,50,3,34500.89131448781,144.43482249255982,185.74415553251686
147,18,125,100,1,28208.324997636733,131.81526533806704,167.95334172810237
148,18,125,100,2,29497.193058460485,134.89664025908536,171.7474688560518
149,18,125,100,3,31350.481846574112,138.56045690687287,177.06067278358034
150,18,125,150,1,29681.18025520228,133.1783869521132,172.28226912599646
151,18,125,150,2,27518.467604527264,126.47436358892305,165.88691209534062
152,18,125,150,3,30300.835929289016,137.54387353693397,174.07135298287602
153,20,125,50,1,27780.844907552535,129.67351684835222,166.67586780200827
154,20,125,50,2,28437.042436145162,128.9173966738913,168.63286285936428
155,20,125,50,3,27540.145495256285,130.44617513020833,165.9522385967007
156,20,125,100,1,28264.01851874414,132.62717027134366,168.11906054562684
157,20,125,100,2,28189.04379896976,133.30626512103612,167.89593145448688
158,20,125,100,3,28800.33281171071,133.32149199379816,169.70660803784486
159,20,125,150,1,26965.87940514596,127.53563424216377,164.21290876525498
160,20,125,150,2,33243.99994731987,142.95042531755234,182.32937214645332
161,20,125,150,3,30040.50272017632,135.0918002790875,173.32196260190548
162,22,125,50,1,28308.33614496089,132.13691826025865,168.2508132074282
163,22,125,50,2,27122.381179373577,126.26497606640896,164.68874029323794
164,22,125,50,3,28853.9311105113,133.33967061898306,169.86444922499618
165,22,125,100,1,29462.752193769833,133.1459484739496,171.64717356767
166,22,125,100,2,26954.842087955018,128.9577191688421,164.17929859746332
167,22,125,100,3,28803.305721075067,132.05090543723074,169.71536677942592
168,22,125,150,1,27747.19121020368,128.05731858298577,166.5748816904988
169,22,125,150,2,27419.012890928192,126.78680163132796,165.5868741504839
170,22,125,150,3,31312.21780387249,141.10331090468193,176.9525863158617
171,24,125,50,1,28645.282773391926,131.67036054592612,169.24917362691
172,24,125,50,2,27520.970549679158,126.56952418059028,165.89445605468302
173,24,125,50,3,27764.539830835634,130.00323906582378,166.626948093145
174,24,125,100,1,32119.056845372965,140.7966036163997,179.21790325013
175,24,125,100,2,38383.042975293414,152.9151744444058,195.91590791789577
176,24,125,100,3,28277.622497694894,133.19660953426094,168.15951503764185
177,24,125,150,1,28266.99623148386,131.47043190427476,168.12791627651805
178,24,125,150,2,27076.03558897418,129.4602572512826,164.54797351828486
179,24,125,150,3,33410.814718315,144.2378896803577,182.78625418317156
