,Retrasos,Neuronas LSTM,Batch size,LSTM Layers,MSE,MAE,RMSE
106,22,100,150,2,22278.36481604902,117.92298512610178,149.25938769822494
107,22,100,150,3,27595.608739048585,128.90740357837979,166.11926059024157
108,24,50,50,1,23010.410716306145,119.41936612897081,151.69182811313914
109,24,50,50,2,22912.760592703777,121.50488333624352,151.36961581738845
110,24,50,50,3,26193.08116172721,127.59204543976375,161.8427667884086
111,24,50,100,1,21787.83537490956,115.02779707648881,147.60703023538397
112,24,50,100,2,23094.7300850488,119.3030990668841,151.9695037994426
113,24,50,100,3,21699.689073644502,112.50981407666063,147.3081432699649
114,24,50,150,1,26601.415736901195,133.21713262872714,163.09940446519477
115,24,50,150,2,23835.217585590766,118.55589630748831,154.3865848627748
116,24,50,150,3,23162.151198256146,116.87940205750363,152.1911666236124
117,24,75,50,1,22508.2655911527,117.93912794636448,150.0275494406034
118,24,75,50,2,23210.686486595972,117.07218085287106,152.35053818938735
119,24,75,50,3,22812.128412769303,116.60278334452666,151.03684455380184
120,24,75,100,1,22938.155031433264,118.73913080097903,151.45347480805208
121,24,75,100,2,22548.464426568986,113.33729906533394,150.1614611895109
122,24,75,100,3,23100.435862456834,116.93509334640048,151.98827541115412
123,24,75,150,1,21037.108454264217,111.06137914789363,145.04174728078883
124,24,75,150,2,22122.91531536788,115.79511526483189,148.73774005062697
125,24,75,150,3,22329.274463212852,114.15684231130551,149.42983123597796
126,24,100,50,1,22890.344149386576,114.21528009084773,151.29555231197835
127,24,100,50,2,22730.636723653588,118.93371757719673,150.7668289898464
128,24,100,50,3,24835.33797551653,122.89630524227681,157.59231572483642
129,24,100,100,1,23859.322833682054,120.00104072920044,154.46463295422046
130,24,100,100,2,23858.00792553975,117.19271237207454,154.46037655508854
131,24,100,100,3,23917.221973883472,125.20164859384948,154.65193815107352
132,24,100,150,1,22786.944015044086,120.19627535143145,150.95344982823045
133,24,100,150,2,22633.98378938561,115.98143983602051,150.44594972742075
134,24,100,150,3,21804.746703187837,115.07011337735307,147.66430409272186
135,16,125,50,1,22376.64811338581,116.33472583212091,149.58826195054814
136,16,125,50,2,24296.925763863954,123.69676466300407,155.8747117523043
137,16,125,50,3,22655.350708695307,114.43700804806319,150.51694492214259
138,16,125,100,1,24884.032561212887,124.97297919610078,157.7467355009697
139,16,125,100,2,25119.988156305557,118.58082145999404,158.49286468578185
140,16,125,100,3,26365.410597815193,123.73385779446635,162.37429167763963
141,16,125,150,1,24092.101986081885,119.02299647494887,155.21630708814678
142,16,125,150,2,22842.31341311783,116.73800105770195,151.13673747013937
143,16,125,150,3,24732.674837310224,123.72566470324875,157.26625460444532
144,18,125,50,1,23972.917772543173,123.51654005646233,154.83190166287815
145,18,125,50,2,22196.158394812726,113.11596711305762,148.98375211684234
146,18,125,50,3,23654.507298660115,117.29619934624834,153.80021878612564
147,18,125,100,1,22552.829911714874,115.69732469840484,150.17599645654053
148,18,125,100,2,21885.570488649555,113.75654230328888,147.9377250353998
149,18,125,100,3,25152.407627252083,121.67192393382076,158.5951059372643
150,18,125,150,1,21830.238354755937,114.81056991818396,147.75059510795865
151,18,125,150,2,22397.410826955464,115.41343631299587,149.65764540094656
152,18,125,150,3,23461.329440879595,115.38843525384256,153.1709157799861
153,20,125,50,1,21614.30589278314,113.38818545354711,147.01804614666574
154,20,125,50,2,21204.096833911204,112.70851982894274,145.61626569140964
155,20,125,50,3,22169.33320557049,115.66948093927968,148.89369766907694
156,20,125,100,1,21703.551605377204,112.93343215400925,147.321253067496
157,20,125,100,2,22623.686988144014,115.71192439761019,150.4117249024956
158,20,125,100,3,23891.154337597836,116.93342611437504,154.56763677302516
159,20,125,150,1,22713.314123617674,120.62847703975261,150.7093697273586
160,20,125,150,2,21394.467953498774,112.51256742394324,146.26847901546927
161,20,125,150,3,23117.327128681216,115.74017896867507,152.04383291893564
162,22,125,50,1,23010.12239353696,120.21843658386716,151.69087775320227
163,22,125,50,2,23561.28235158868,116.25278965208264,153.49684801841593
164,22,125,50,3,24279.082254316792,123.6496239606161,155.81746453564438
165,22,125,100,1,21539.827404428095,112.17242300250227,146.7645304711874
166,22,125,100,2,21488.26889060874,114.24878867595915,146.58877477695466
167,22,125,100,3,21980.687112014773,113.77763317274669,148.2588517155545
168,22,125,150,1,21575.635399995757,115.1988072307526,146.88647112649878
169,22,125,150,2,24764.88907252024,126.12968129112606,157.36864068968836
170,22,125,150,3,22136.777440831745,112.90440284002395,148.78433197360448
171,24,125,50,1,22109.296354101494,112.1947886221641,148.6919512081992
172,24,125,50,2,25152.356526692096,122.03168664253492,158.59494483334612
173,24,125,50,3,24330.40537276662,127.26535888762882,155.9820674717662
174,24,125,100,1,23208.265336640932,118.69456832309366,152.34259199790756
175,24,125,100,2,28031.486480388816,132.67972639827084,167.42606272736876
176,24,125,100,3,22610.952400996048,118.20814344280994,150.36938651532782
177,24,125,150,1,21903.404105261787,114.36605724823048,147.99798682840853
178,24,125,150,2,22291.421601723785,115.76979360485646,149.30311986600879
179,24,125,150,3,23946.235892704215,120.157338615554,154.74571364888985
